Geneid,0_R1,0_R2,0_R3,5_R1,5_R2,5_R3,10_R1,10_R2,10_R3,15_R1,15_R2,15_R3,Entity,Symbol
gene-PA0905.1,,,166.0,,,348.0,,,,,,41.0,host,gene-PA0905.1
gene-PA0085,,,,,,,,,35.0,,,126.0,host,hcp1
gene-PA3223,5.0,6.0,19.0,23.0,30.0,115.0,1.0,3.0,13.0,2.0,1.0,81.0,host,azoR3
gene-PA2028,6.0,15.0,39.0,8.0,11.0,186.0,2.0,2.0,23.0,3.0,0.0,131.0,host,gene-PA2028
gene-PA2845,8.0,2.0,4.0,3.0,1.0,37.0,0.0,0.0,0.0,0.0,0.0,55.0,host,gene-PA2845
gene-PA1473,7.0,14.0,9.0,13.0,8.0,52.0,0.0,1.0,9.0,1.0,1.0,125.0,host,gene-PA1473
gene-PA0142,12.0,17.0,37.0,20.0,28.0,222.0,6.0,4.0,29.0,3.0,3.0,417.0,host,gene-PA0142
gene-PA4429,142.0,179.0,186.0,154.0,284.0,363.0,,,,,,125.0,host,gene-PA4429
gene-PA3668,61.0,41.0,11.0,22.0,36.0,46.0,6.0,5.0,6.0,5.0,0.0,48.0,host,gene-PA3668
gene-PA5085,69.0,54.0,30.0,24.0,29.0,112.0,6.0,8.0,48.0,2.0,2.0,162.0,host,gene-PA5085
gene-PA1275,3.0,6.0,10.0,4.0,5.0,39.0,1.0,0.0,13.0,0.0,0.0,74.0,host,cobD
gene-PA1303,42.0,48.0,16.0,58.0,116.0,69.0,5.0,6.0,7.0,2.0,1.0,216.0,host,gene-PA1303
gene-PA4445,63.0,81.0,22.0,38.0,61.0,210.0,11.0,17.0,12.0,10.0,4.0,223.0,host,gene-PA4445
gene-PA0907,27.0,31.0,,25.0,22.0,135.0,7.0,4.0,25.0,3.0,4.0,88.0,host,gene-PA0907
gene-PA2096,16.0,14.0,16.0,8.0,7.0,96.0,1.0,4.0,14.0,1.0,2.0,183.0,host,gene-PA2096
gene-PA2656,75.0,93.0,36.0,77.0,123.0,170.0,16.0,21.0,23.0,8.0,7.0,229.0,host,gene-PA2656
gene-PA3555,2.0,2.0,10.0,1.0,0.0,46.0,0.0,0.0,8.0,0.0,0.0,109.0,host,arnD
gene-PA4839,171.0,196.0,102.0,159.0,224.0,446.0,,65.0,35.0,,,453.0,host,speA
gene-PA0969,,,238.0,,,363.0,,,41.0,,,144.0,host,tolQ
gene-PA0935,352.0,219.0,102.0,146.0,199.0,226.0,37.0,36.0,34.0,25.0,16.0,164.0,host,gene-PA0935
gene-PA2628,25.0,33.0,26.0,14.0,35.0,114.0,1.0,10.0,9.0,7.0,1.0,249.0,host,gene-PA2628
gene-PA3799,,,,,,,,,60.0,,,227.0,host,gene-PA3799
gene-PA1296,68.0,59.0,38.0,43.0,61.0,219.0,12.0,12.0,18.0,8.0,6.0,331.0,host,gene-PA1296
gene-PA1115,63.0,71.0,126.0,44.0,46.0,329.0,2.0,11.0,41.0,1.0,4.0,331.0,host,gene-PA1115
gene-PA2051,2.0,2.0,5.0,0.0,2.0,40.0,0.0,0.0,4.0,2.0,1.0,152.0,host,gene-PA2051
gene-PA2953,187.0,220.0,164.0,,,,,,,,,259.0,host,gene-PA2953
gene-PA2885,76.0,47.0,32.0,14.0,20.0,118.0,5.0,5.0,9.0,2.0,2.0,239.0,host,atuR
gene-PA0109,34.0,27.0,35.0,12.0,15.0,78.0,4.0,4.0,4.0,1.0,2.0,43.0,host,gene-PA0109
gene-PA3674,40.0,37.0,41.0,21.0,31.0,196.0,4.0,6.0,19.0,2.0,1.0,173.0,host,gene-PA3674
gene-PA3131,159.0,143.0,15.0,43.0,51.0,99.0,7.0,13.0,10.0,7.0,5.0,74.0,host,gene-PA3131
gene-PA2977,,,74.0,,,249.0,,,36.0,37.0,28.0,143.0,host,murB
gene-PA1868,18.0,12.0,24.0,10.0,46.0,154.0,3.0,2.0,21.0,2.0,3.0,266.0,host,xqhA
gene-PA3918,59.0,42.0,69.0,17.0,36.0,133.0,12.0,7.0,14.0,10.0,3.0,108.0,host,moaC
gene-PA5234,49.0,29.0,106.0,25.0,34.0,246.0,5.0,11.0,69.0,0.0,1.0,256.0,host,gene-PA5234
gene-PA4770,110.0,68.0,107.0,46.0,54.0,441.0,9.0,8.0,46.0,6.0,5.0,454.0,host,lldP
gene-PA1979,4.0,6.0,5.0,1.0,2.0,39.0,2.0,1.0,4.0,1.0,0.0,108.0,host,eraS
gene-PA5382,11.0,8.0,14.0,2.0,10.0,119.0,2.0,1.0,16.0,0.0,3.0,324.0,host,gene-PA5382
gene-PA1986,23.0,19.0,34.0,19.0,23.0,98.0,3.0,1.0,13.0,1.0,3.0,221.0,host,pqqB
gene-PA4217,161.0,,,232.0,,,59.0,,58.0,,10.0,348.0,host,phzS
gene-PA0507,40.0,29.0,56.0,23.0,25.0,272.0,4.0,3.0,49.0,2.0,3.0,472.0,host,gene-PA0507
gene-PA2513,3.0,1.0,8.0,5.0,3.0,138.0,1.0,0.0,11.0,0.0,0.0,168.0,host,antB
gene-PA5300,231.0,,49.0,133.0,268.0,119.0,,,16.0,,,61.0,host,cycB
gene-PA0235,9.0,11.0,32.0,6.0,3.0,329.0,0.0,2.0,35.0,1.0,0.0,,host,pcaK
gene-PA3659,81.0,56.0,46.0,62.0,57.0,210.0,7.0,17.0,32.0,4.0,9.0,394.0,host,gene-PA3659
gene-PA3767,276.0,241.0,80.0,49.0,60.0,121.0,5.0,10.0,13.0,2.0,0.0,170.0,host,gene-PA3767
gene-PA5146,167.0,138.0,84.0,114.0,170.0,403.0,38.0,39.0,40.0,31.0,12.0,,host,gene-PA5146
gene-PA3381,2.0,0.0,16.0,1.0,1.0,94.0,2.0,1.0,8.0,0.0,0.0,179.0,host,gene-PA3381
gene-PA4280.4,,,,,,,,,,,,,host,gene-PA4280.4
gene-PA0819,10.0,5.0,19.0,4.0,8.0,153.0,1.0,2.0,19.0,2.0,2.0,97.0,host,gene-PA0819
gene-PA0524,16.0,16.0,54.0,5.0,11.0,303.0,6.0,1.0,32.0,1.0,2.0,278.0,host,norB
gene-PA4961,284.0,284.0,123.0,124.0,184.0,347.0,30.0,51.0,,27.0,18.0,444.0,host,gene-PA4961
gene-PA2752,16.0,8.0,12.0,5.0,11.0,68.0,1.0,1.0,10.0,0.0,0.0,84.0,host,gene-PA2752
gene-PA0775,6.0,16.0,,18.0,26.0,133.0,6.0,4.0,,4.0,3.0,121.0,host,gene-PA0775
gene-PA3790,149.0,178.0,106.0,225.0,328.0,439.0,,,56.0,,,,host,oprC
gene-PA0243,37.0,40.0,31.0,16.0,34.0,149.0,8.0,5.0,21.0,3.0,2.0,113.0,host,gene-PA0243
gene-PA2806,42.0,35.0,13.0,22.0,48.0,104.0,11.0,8.0,12.0,8.0,1.0,130.0,host,gene-PA2806
gene-PPLUZ19_gp5,1.0,0.0,17.0,,,,,,,,,,phage,gp5
gene-PA4777,25.0,12.0,33.0,8.0,15.0,340.0,2.0,3.0,20.0,0.0,1.0,,host,pmrB
gene-PA1784,5.0,11.0,24.0,5.0,10.0,174.0,2.0,1.0,18.0,2.0,5.0,124.0,host,gene-PA1784
gene-PA0050,167.0,212.0,96.0,86.0,216.0,170.0,38.0,,21.0,,,119.0,host,gene-PA0050
gene-PA1228,4.0,8.0,8.0,5.0,6.0,37.0,1.0,0.0,10.0,0.0,0.0,56.0,host,gene-PA1228
gene-PA0276,14.0,8.0,20.0,5.0,7.0,84.0,1.0,6.0,17.0,4.0,1.0,92.0,host,gene-PA0276
gene-PA0957,35.0,43.0,,19.0,50.0,150.0,5.0,4.0,,6.0,2.0,338.0,host,gene-PA0957
gene-PA2879,31.0,20.0,30.0,11.0,12.0,113.0,0.0,2.0,12.0,2.0,2.0,135.0,host,gene-PA2879
gene-PA1125,67.0,46.0,10.0,30.0,47.0,72.0,8.0,10.0,6.0,3.0,1.0,102.0,host,gene-PA1125
gene-PA1875,51.0,49.0,58.0,28.0,45.0,200.0,6.0,20.0,12.0,8.0,6.0,255.0,host,gene-PA1875
gene-PA1360,34.0,25.0,26.0,29.0,43.0,147.0,13.0,9.0,14.0,5.0,6.0,125.0,host,gene-PA1360
gene-PA0399,,,,,,424.0,,,33.0,,,328.0,host,gene-PA0399
gene-PA3197,112.0,87.0,33.0,62.0,68.0,125.0,9.0,16.0,18.0,4.0,1.0,224.0,host,gene-PA3197
gene-PA2875,109.0,89.0,12.0,35.0,44.0,118.0,8.0,6.0,15.0,4.0,5.0,119.0,host,gene-PA2875
gene-PA2434,43.0,22.0,8.0,25.0,35.0,50.0,4.0,3.0,4.0,0.0,3.0,103.0,host,gene-PA2434
gene-PA1494,20.0,13.0,28.0,29.0,27.0,161.0,8.0,8.0,16.0,2.0,4.0,222.0,host,gene-PA1494
gene-PA1091,,,,,,,,,,,,,host,fgtA
gene-PA0308,101.0,88.0,38.0,47.0,67.0,165.0,9.0,12.0,32.0,4.0,2.0,246.0,host,gene-PA0308
gene-PA1246,128.0,165.0,55.0,73.0,123.0,135.0,9.0,11.0,22.0,6.0,1.0,322.0,host,aprD
gene-PA0205,23.0,17.0,55.0,7.0,9.0,358.0,1.0,5.0,30.0,0.0,2.0,415.0,host,gene-PA0205
gene-PA1155,171.0,327.0,,,,,59.0,,49.0,37.0,,321.0,host,nrdB
gene-PA4125,5.0,2.0,11.0,5.0,6.0,145.0,1.0,1.0,9.0,0.0,0.0,192.0,host,hpcD
gene-PA0637,42.0,64.0,45.0,55.0,84.0,141.0,56.0,56.0,30.0,,,157.0,host,gene-PA0637
gene-PA4175,143.0,144.0,179.0,132.0,252.0,274.0,24.0,47.0,44.0,16.0,12.0,246.0,host,piv
gene-PA3052,37.0,34.0,34.0,26.0,40.0,145.0,2.0,3.0,23.0,4.0,2.0,199.0,host,gene-PA3052
gene-PA2117,136.0,43.0,21.0,56.0,44.0,106.0,20.0,19.0,9.0,11.0,9.0,105.0,host,gene-PA2117
gene-PA4756,,,,,,,,,,,,,host,carB
gene-PA1305,36.0,36.0,19.0,52.0,67.0,104.0,9.0,11.0,12.0,5.0,4.0,212.0,host,gene-PA1305
gene-PA0282,8.0,10.0,20.0,7.0,6.0,172.0,0.0,2.0,24.0,5.0,1.0,360.0,host,cysT
gene-PA3479,17.0,125.0,49.0,8.0,89.0,189.0,3.0,26.0,18.0,24.0,2.0,118.0,host,rhlA
gene-PA2146,0.0,1.0,6.0,1.0,1.0,47.0,0.0,0.0,4.0,0.0,0.0,36.0,host,gene-PA2146
gene-PA4166,12.0,5.0,,5.0,6.0,108.0,3.0,1.0,10.0,0.0,2.0,101.0,host,gene-PA4166
gene-PA0434,43.0,33.0,76.0,34.0,43.0,426.0,3.0,4.0,50.0,1.0,1.0,,host,gene-PA0434
gene-PA3650,,,105.0,212.0,,277.0,,,35.0,,,302.0,host,dxr
gene-PA4991,88.0,57.0,47.0,94.0,87.0,187.0,25.0,18.0,17.0,5.0,11.0,277.0,host,gene-PA4991
gene-PA4073,23.0,18.0,40.0,16.0,17.0,262.0,4.0,2.0,,0.0,2.0,393.0,host,gene-PA4073
gene-PA1332,22.0,23.0,29.0,12.0,26.0,100.0,3.0,4.0,13.0,2.0,0.0,235.0,host,gene-PA1332
gene-PA4004,153.0,207.0,32.0,181.0,276.0,172.0,29.0,38.0,14.0,17.0,8.0,254.0,host,gene-PA4004
gene-PPLUZ19_gp6,0.0,0.0,14.0,,,,,,,,,,phage,gp6
gene-PA4345,37.0,16.0,27.0,16.0,24.0,138.0,6.0,6.0,22.0,5.0,2.0,246.0,host,gene-PA4345
gene-PA1129,10.0,14.0,7.0,5.0,9.0,50.0,0.0,1.0,9.0,0.0,0.0,59.0,host,gene-PA1129
gene-PA4497,121.0,91.0,71.0,138.0,136.0,,10.0,16.0,32.0,7.0,5.0,370.0,host,gene-PA4497
gene-PA0105,118.0,80.0,70.0,85.0,100.0,295.0,16.0,20.0,38.0,5.0,1.0,189.0,host,coxB
gene-PA1147,12.0,13.0,15.0,14.0,15.0,123.0,3.0,2.0,24.0,3.0,1.0,181.0,host,gene-PA1147
gene-PA5499,73.0,49.0,42.0,26.0,44.0,103.0,11.0,8.0,22.0,5.0,9.0,76.0,host,np20
gene-PA0211,9.0,4.0,20.0,11.0,46.0,110.0,2.0,2.0,9.0,1.0,1.0,316.0,host,mdcD
gene-PA5497,145.0,311.0,,105.0,195.0,470.0,16.0,31.0,71.0,16.0,16.0,194.0,host,nrdJa
gene-PA2219,10.0,10.0,27.0,6.0,9.0,158.0,1.0,4.0,15.0,1.0,1.0,204.0,host,opdE
gene-PA1016,32.0,28.0,20.0,5.0,10.0,123.0,2.0,4.0,19.0,4.0,2.0,254.0,host,gene-PA1016
gene-PA1368,32.0,47.0,52.0,14.0,21.0,210.0,4.0,9.0,26.0,5.0,3.0,136.0,host,gene-PA1368
gene-PA1950,219.0,139.0,33.0,68.0,93.0,68.0,17.0,17.0,8.0,12.0,10.0,104.0,host,rbsK
gene-PA2687,186.0,166.0,35.0,21.0,47.0,138.0,9.0,8.0,20.0,6.0,2.0,250.0,host,pfeS
gene-PA2234,32.0,42.0,44.0,64.0,82.0,139.0,8.0,14.0,15.0,9.0,4.0,72.0,host,pslD
gene-PA4999,184.0,238.0,,171.0,281.0,309.0,40.0,49.0,,30.0,23.0,,host,waaL
gene-PA0594,,,,,,468.0,,,35.0,,,393.0,host,surA
gene-PA2821,96.0,96.0,33.0,61.0,98.0,92.0,14.0,16.0,14.0,6.0,2.0,166.0,host,gene-PA2821
gene-PA0021,7.0,14.0,8.0,5.0,5.0,60.0,0.0,0.0,5.0,0.0,2.0,108.0,host,gene-PA0021
gene-PA2771,73.0,71.0,45.0,45.0,63.0,222.0,19.0,14.0,25.0,29.0,7.0,135.0,host,gene-PA2771
gene-PA2698,26.0,11.0,17.0,19.0,25.0,131.0,5.0,2.0,9.0,0.0,2.0,160.0,host,gene-PA2698
gene-PA2524,105.0,66.0,25.0,38.0,52.0,160.0,9.0,16.0,16.0,6.0,2.0,254.0,host,gene-PA2524
gene-PA0124,17.0,22.0,17.0,5.0,13.0,105.0,3.0,3.0,13.0,2.0,3.0,104.0,host,gene-PA0124
gene-PA2537,27.0,17.0,30.0,33.0,48.0,129.0,19.0,22.0,20.0,10.0,4.0,208.0,host,gene-PA2537
gene-PA5097,26.0,7.0,33.0,18.0,9.0,294.0,2.0,3.0,34.0,2.0,3.0,481.0,host,gene-PA5097
gene-PA1230,1.0,4.0,13.0,1.0,5.0,65.0,0.0,1.0,8.0,1.0,0.0,51.0,host,gene-PA1230
gene-PA1126,65.0,72.0,22.0,33.0,47.0,112.0,11.0,18.0,15.0,4.0,2.0,109.0,host,gene-PA1126
gene-PA5316,,,,,,,,,,,,195.0,host,rpmB
gene-PA2577,17.0,16.0,21.0,7.0,22.0,94.0,1.0,5.0,13.0,1.0,2.0,50.0,host,gene-PA2577
gene-PA1461,258.0,231.0,83.0,210.0,294.0,168.0,17.0,25.0,17.0,10.0,14.0,146.0,host,motD
gene-PA3826,28.0,38.0,18.0,36.0,59.0,123.0,4.0,12.0,11.0,9.0,3.0,105.0,host,gene-PA3826
gene-PA4746.1,100.0,,91.0,,,,,,,,,123.0,host,gene-PA4746.1
gene-PA2310,7.0,4.0,13.0,6.0,6.0,112.0,1.0,1.0,10.0,0.0,0.0,216.0,host,gene-PA2310
gene-PA0891,248.0,,129.0,147.0,316.0,141.0,32.0,25.0,17.0,9.0,10.0,201.0,host,gene-PA0891
gene-PA4699,305.0,202.0,62.0,160.0,215.0,136.0,46.0,55.0,20.0,23.0,22.0,133.0,host,gene-PA4699
gene-PA4457,245.0,284.0,,,359.0,351.0,,,27.0,,,282.0,host,gene-PA4457
gene-PA5272,126.0,90.0,,68.0,105.0,466.0,18.0,17.0,,21.0,12.0,,host,cyaA
gene-PA2620,,,,,,,,,67.0,,,343.0,host,clpA
gene-PA0989,171.0,122.0,60.0,40.0,64.0,193.0,11.0,15.0,24.0,10.0,11.0,98.0,host,gene-PA0989
gene-PA4144,10.0,12.0,,2.0,18.0,165.0,0.0,5.0,68.0,2.0,2.0,298.0,host,gene-PA4144
gene-PA3075,50.0,43.0,30.0,34.0,58.0,242.0,5.0,12.0,26.0,2.0,5.0,340.0,host,gene-PA3075
gene-PA4930,85.0,85.0,28.0,46.0,80.0,167.0,19.0,23.0,21.0,13.0,13.0,258.0,host,alr
gene-PA1458,,,,,,472.0,,,46.0,,,193.0,host,gene-PA1458
gene-PA4869,31.0,41.0,64.0,11.0,40.0,244.0,7.0,6.0,38.0,7.0,4.0,234.0,host,gene-PA4869
gene-PA5557,,,,,,,,,,,,370.0,host,atpH
gene-PA1386,8.0,21.0,50.0,6.0,24.0,343.0,2.0,2.0,37.0,2.0,3.0,148.0,host,gene-PA1386
gene-PA4751,,,,,,,,,,,,,host,ftsH
gene-PA2315,5.0,1.0,13.0,4.0,3.0,74.0,0.0,1.0,9.0,0.0,0.0,139.0,host,gene-PA2315
gene-PA4489,,350.0,240.0,,,,,,,,,,host,gene-PA4489
gene-PA2396,,,,,,,,,,,,185.0,host,pvdF
gene-PA0835,213.0,114.0,,199.0,206.0,387.0,36.0,26.0,30.0,26.0,22.0,,host,pta
gene-PA1521,34.0,14.0,39.0,22.0,37.0,234.0,8.0,6.0,31.0,0.0,1.0,344.0,host,gene-PA1521
gene-PA1789,75.0,68.0,,45.0,70.0,121.0,9.0,11.0,17.0,7.0,7.0,89.0,host,gene-PA1789
gene-PA5036,,,,,,,,,,,,,host,gltB
gene-PA3636,326.0,,171.0,,,,,,38.0,,,113.0,host,kdsA
gene-PA4208,24.0,73.0,89.0,28.0,122.0,125.0,58.0,63.0,,,,97.0,host,opmD
gene-PA4220,140.0,118.0,18.0,202.0,211.0,59.0,28.0,13.0,7.0,5.0,5.0,88.0,host,gene-PA4220
gene-PA4023,108.0,76.0,41.0,246.0,227.0,284.0,17.0,13.0,31.0,4.0,6.0,423.0,host,gene-PA4023
gene-PA1132,39.0,45.0,35.0,47.0,73.0,184.0,15.0,23.0,24.0,15.0,4.0,145.0,host,gene-PA1132
gene-PA4050,60.0,58.0,26.0,80.0,127.0,132.0,19.0,23.0,13.0,25.0,14.0,204.0,host,pgpA
gene-PA0443,4.0,14.0,50.0,4.0,10.0,413.0,0.0,1.0,47.0,0.0,0.0,521.0,host,gene-PA0443
gene-PA0324,50.0,38.0,87.0,9.0,12.0,312.0,3.0,6.0,35.0,1.0,1.0,189.0,host,gene-PA0324
gene-PA1941,37.0,42.0,65.0,29.0,21.0,285.0,6.0,6.0,50.0,6.0,4.0,367.0,host,gene-PA1941
gene-PA3771,20.0,15.0,24.0,8.0,11.0,259.0,2.0,3.0,27.0,2.0,2.0,311.0,host,gene-PA3771
gene-PA3574a,57.0,39.0,20.0,28.0,31.0,93.0,7.0,1.0,3.0,1.0,1.0,112.0,host,gene-PA3574a
gene-PA0194,3.0,4.0,39.0,6.0,3.0,194.0,0.0,1.0,30.0,1.0,0.0,334.0,host,gene-PA0194
gene-PA5260,171.0,185.0,149.0,177.0,224.0,207.0,33.0,55.0,15.0,25.0,18.0,203.0,host,hemC
gene-PA2019,44.0,60.0,10.0,38.0,51.0,86.0,10.0,10.0,5.0,4.0,1.0,146.0,host,gene-PA2019
gene-PA3819,115.0,144.0,92.0,105.0,145.0,192.0,35.0,34.0,12.0,21.0,12.0,159.0,host,gene-PA3819
gene-PA1492,7.0,6.0,5.0,12.0,10.0,102.0,1.0,5.0,5.0,2.0,0.0,75.0,host,gene-PA1492
gene-PA3331,9.0,46.0,162.0,8.0,67.0,231.0,2.0,14.0,21.0,6.0,1.0,185.0,host,gene-PA3331
gene-PA0932,,,92.0,,,,,,40.0,,,117.0,host,cysM
gene-PA0200,4.0,22.0,,3.0,7.0,88.0,2.0,1.0,17.0,0.0,0.0,69.0,host,gene-PA0200
gene-PA0756,31.0,36.0,7.0,13.0,27.0,103.0,3.0,5.0,10.0,5.0,2.0,212.0,host,gene-PA0756
gene-PA4821,12.0,19.0,26.0,8.0,13.0,129.0,6.0,4.0,24.0,7.0,4.0,200.0,host,gene-PA4821
gene-PA4679,45.0,45.0,28.0,26.0,46.0,65.0,4.0,8.0,6.0,10.0,2.0,116.0,host,gene-PA4679
gene-PA2136,0.0,2.0,18.0,2.0,0.0,88.0,0.0,0.0,9.0,0.0,0.0,132.0,host,gene-PA2136
gene-PA2221,18.0,17.0,21.0,5.0,15.0,156.0,4.0,5.0,13.0,2.0,0.0,76.0,host,gene-PA2221
gene-PA1165,21.0,14.0,15.0,11.0,21.0,39.0,2.0,2.0,8.0,1.0,0.0,54.0,host,pcpS
gene-PA1757,54.0,62.0,36.0,39.0,62.0,147.0,18.0,25.0,22.0,14.0,11.0,39.0,host,thrH
gene-PA3347,53.0,73.0,33.0,42.0,62.0,79.0,8.0,8.0,9.0,4.0,1.0,74.0,host,gene-PA3347
gene-PA1185,7.0,6.0,18.0,2.0,3.0,90.0,1.0,4.0,5.0,1.0,0.0,90.0,host,gene-PA1185
gene-PA2425,,,76.0,,,172.0,47.0,64.0,20.0,32.0,19.0,229.0,host,pvdG
gene-PA4541.2,,,60.0,220.0,,,,,55.0,,,121.0,host,gene-PA4541.2
gene-PA0196,52.0,39.0,84.0,13.0,35.0,358.0,5.0,2.0,28.0,4.0,5.0,524.0,host,pntB
gene-PA1456,,,,,,162.0,36.0,35.0,23.0,16.0,27.0,42.0,host,cheY
gene-PA5160.1,6.0,12.0,8.0,1.0,1.0,92.0,0.0,1.0,12.0,0.0,1.0,64.0,host,gene-PA5160.1
gene-PA2405,84.0,71.0,22.0,75.0,110.0,84.0,8.0,4.0,8.0,0.0,3.0,159.0,host,gene-PA2405
gene-PA0247,6.0,13.0,31.0,5.0,10.0,236.0,3.0,5.0,27.0,1.0,2.0,247.0,host,pobA
gene-PA1898,9.0,16.0,39.0,7.0,17.0,129.0,1.0,7.0,20.0,0.0,0.0,94.0,host,qscR
gene-PA5053,15.0,28.0,54.0,16.0,36.0,145.0,8.0,6.0,,2.0,1.0,293.0,host,hslV
gene-PA3440a,30.0,31.0,19.0,31.0,24.0,96.0,12.0,5.0,8.0,3.0,5.0,217.0,host,gene-PA3440a
gene-PA0396,,,134.0,,,328.0,45.0,25.0,30.0,19.0,15.0,170.0,host,pilU
gene-PA0293,26.0,20.0,42.0,18.0,14.0,163.0,3.0,5.0,18.0,1.0,1.0,245.0,host,aguB
gene-PA3880,7.0,1.0,20.0,2.0,2.0,100.0,1.0,0.0,6.0,0.0,1.0,147.0,host,gene-PA3880
gene-PA2635,22.0,26.0,30.0,17.0,30.0,179.0,4.0,10.0,35.0,2.0,4.0,284.0,host,gene-PA2635
gene-PA3624,,,154.0,212.0,,251.0,46.0,,33.0,,18.0,196.0,host,pcm
gene-PA1796.1,,,155.0,,,176.0,,,40.0,,,44.0,host,gene-PA1796.1
gene-PA2981,224.0,305.0,37.0,185.0,271.0,123.0,43.0,46.0,10.0,25.0,21.0,152.0,host,lpxK
gene-PA0357,123.0,118.0,29.0,80.0,105.0,152.0,16.0,24.0,16.0,14.0,9.0,422.0,host,mutM
gene-PA2361,148.0,139.0,58.0,96.0,101.0,299.0,25.0,22.0,26.0,8.0,10.0,435.0,host,gene-PA2361
gene-PA1878,21.0,16.0,11.0,9.0,23.0,97.0,3.0,6.0,8.0,0.0,1.0,212.0,host,gene-PA1878
gene-PA0116,72.0,66.0,59.0,26.0,51.0,166.0,16.0,7.0,16.0,15.0,7.0,177.0,host,gene-PA0116
gene-PA3789,59.0,83.0,44.0,71.0,116.0,179.0,21.0,30.0,28.0,19.0,8.0,180.0,host,gene-PA3789
gene-PA4884,5.0,4.0,16.0,1.0,3.0,159.0,0.0,1.0,14.0,1.0,0.0,354.0,host,gene-PA4884
gene-PA3048,192.0,209.0,91.0,180.0,303.0,376.0,36.0,56.0,31.0,36.0,24.0,443.0,host,gene-PA3048
gene-PA3584,19.0,24.0,29.0,57.0,141.0,183.0,12.0,10.0,24.0,2.0,3.0,372.0,host,glpD
gene-PA4171,8.0,9.0,17.0,7.0,6.0,91.0,0.0,0.0,8.0,1.0,0.0,144.0,host,gene-PA4171
gene-PA0622,249.0,,256.0,,,,,,,,,207.0,host,gene-PA0622
gene-PA4408,,,,,,,,,,,,245.0,host,ftsA
gene-PA1313,12.0,8.0,32.0,6.0,7.0,184.0,2.0,2.0,21.0,3.0,0.0,236.0,host,gene-PA1313
gene-PA0774,61.0,62.0,228.0,49.0,90.0,146.0,15.0,28.0,18.0,15.0,5.0,296.0,host,gene-PA0774
gene-PA1048,285.0,345.0,81.0,126.0,240.0,248.0,50.0,45.0,38.0,20.0,17.0,433.0,host,gene-PA1048
gene-PA3746,,,,,,,,,65.0,,,195.0,host,ffh
gene-PA1301,,,38.0,56.0,75.0,115.0,10.0,11.0,19.0,6.0,6.0,215.0,host,gene-PA1301
gene-PA4712,21.0,11.0,25.0,12.0,13.0,125.0,3.0,9.0,13.0,2.0,3.0,99.0,host,gene-PA4712
gene-PA1851,30.0,33.0,21.0,23.0,26.0,147.0,6.0,10.0,26.0,4.0,2.0,139.0,host,gene-PA1851
gene-PA2758,28.0,20.0,15.0,7.0,8.0,118.0,6.0,0.0,14.0,1.0,0.0,162.0,host,gene-PA2758
gene-PA1205,122.0,87.0,44.0,55.0,68.0,166.0,8.0,7.0,15.0,1.0,4.0,281.0,host,gene-PA1205
gene-PA3745,,,,,,,,,68.0,,,61.0,host,rpsP
gene-PA5073,54.0,57.0,24.0,29.0,36.0,140.0,5.0,8.0,9.0,6.0,1.0,219.0,host,gene-PA5073
gene-PA1432,,,,,,,,,59.0,,,129.0,host,lasI
gene-PA4689,343.0,340.0,,222.0,321.0,,,,,,,,host,gene-PA4689
gene-PA4357,4.0,5.0,26.0,1.0,7.0,50.0,0.0,0.0,0.0,0.0,0.0,75.0,host,gene-PA4357
gene-PA1157,70.0,80.0,25.0,32.0,61.0,105.0,17.0,24.0,11.0,17.0,11.0,136.0,host,gene-PA1157
gene-PA3619,52.0,31.0,56.0,5.0,25.0,283.0,5.0,8.0,29.0,6.0,0.0,457.0,host,gene-PA3619
gene-PA5089,65.0,41.0,,28.0,47.0,,10.0,8.0,,8.0,5.0,442.0,host,gene-PA5089
gene-PA3973,38.0,32.0,31.0,19.0,36.0,70.0,2.0,5.0,11.0,4.0,2.0,112.0,host,gene-PA3973
gene-PA4385,,,,,,,,,,,,334.0,host,groEL
gene-PA0744,236.0,158.0,119.0,,,208.0,44.0,24.0,,6.0,7.0,237.0,host,gene-PA0744
gene-PA5490,165.0,275.0,132.0,143.0,325.0,414.0,,,41.0,,,292.0,host,cc4
gene-PA0942,107.0,107.0,42.0,52.0,63.0,187.0,13.0,20.0,38.0,6.0,3.0,34.0,host,gene-PA0942
gene-PA1285,22.0,14.0,9.0,3.0,3.0,57.0,2.0,3.0,8.0,0.0,1.0,87.0,host,gene-PA1285
gene-PA0317,297.0,314.0,139.0,,,367.0,,,39.0,,,180.0,host,gene-PA0317
gene-PA3618,80.0,68.0,6.0,30.0,31.0,52.0,9.0,9.0,8.0,2.0,4.0,73.0,host,gene-PA3618
gene-PPLUZ19_gp46,0.0,0.0,0.0,125.0,234.0,,21.0,,,,,,phage,gp46
gene-PA5440,20.0,26.0,93.0,14.0,33.0,354.0,5.0,9.0,47.0,5.0,0.0,,host,gene-PA5440
gene-PA0448,63.0,35.0,30.0,13.0,29.0,168.0,8.0,6.0,15.0,9.0,5.0,275.0,host,gene-PA0448
gene-PA5415,43.0,154.0,51.0,30.0,75.0,408.0,4.0,5.0,36.0,2.0,3.0,,host,glyA1
gene-PA4406,,,,,,,,,,,,147.0,host,lpxC
gene-PA5177,101.0,66.0,20.0,53.0,82.0,193.0,14.0,15.0,17.0,9.0,7.0,212.0,host,gene-PA5177
